,0
4176,"„Kitokia pamoka apie karjerą“ – jau ne pirma „Europass“ iniciatyva, orientuota į karjeros pristatymo temą mokykloje."
4177,"Pavyzdžiui, iniciatyva „Istoriniai CV“, pristatanti įvairių sričių žinomų Lietuvos žmonių CV, rekomenduoja mokytojus karjeros temą nagrinėti ne tik per klasės valandėles bei karjeros pamokas bet ir kitų pamokų, pavyzdžiui, istorijos, lietuvių kalbos, geografijos metu."
4178,"Išsamiau, kaip pristatomus žymių Lietuvos žmonių CV įtraukti į pamoką ir kokias užduotis skirti mokiniams mokytojai gali rasti šioje metodinėje priemonėje."
4179,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
4180,"59,88 Eur/met."
4181,Jūs gausite:
4182,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
4183,"

Turite dovanų kodą?
"
4184,Nurodytos kainos galioja tik fiziniams asmenims.
4185,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
4186,< Grįžti atgal
4187,< Grįžti atgal
4188,< Grįžti atgal
4189,"Nesi registruotas skaitytojas?
            Registruokis
"
4190,< Grįžti atgal
4191,Esi registruotas skaitytojas? Prisijunk
4192,< Grįžti atgal
4193,=======================================================================
4194,135
4195,=======================================================================
4196,"VDU, įgyvendindamas Vyriausybės ir Seimo suplanuotą universitetų tinklo pertvarką Lietuvoje, šių metų pradžioje prisijungė Aleksandro Stulginskio (ASU) ir Lietuvos edukologijos universitetus (LEU). Aukštoji mokykla, anot J.Augučio, persitvarkydama dorojasi su trimis problemomis."
4197,"„Trys problemos yra, kurias reikia išspręsti ir kurias sprendžiam. Viena buvo sutvarkyti infrastruktūrą [...], dalis lėšų ėjo į infrastruktūrą. Iš vienos pusės, jos yra per daug susijungus, iš kitos pusės, ją reikia pritaikyti šiuolaikinėms reikmėms, nes ten daug kas apleista. Šitą klausimą išsprendė Vyriausybė“, – viešėdamas 15min studijoje teigė VDU rektorius, pridurdamas, kad Švietimo akademijos pastatas renovuojamas, fakultetai telkiami po vienu stogu, ilgainiui jų bus mažiau."
4198,"„Antras klausimas, kuris irgi susijęs su finansais – tam tikros biudžetinės lėšos, kurios reikalingos jungiantis. Atlieka ir nemažai žmonių – reikalingos išeitinės, susijungia daug programų į vieną, sumažėja krūvis dėstytojams. Labai nesinori dėl to jungimosi išmesti iš sistemos gerų mokslų daktarų“, – teigė J.Augutis."
4199,"Pasak jo, VDU, turėdamas pakankamai finansų, viso krūvio neturintiems darbuotojams galėtų sudaryti sąlygas vystyti mokslinius tyrimus."
4200,"„Ir trečias, apie kurį visi kalba, tai yra bendruomenių sujungimas. Nežiūrint to, kad mes labai daug pastangų dėjome pradžioje, lygtai pačios bendruomenės su tuo sutiko, bet neslėpsiu, problemų čia irgi kyla – ir pavadinimuose, ir kaip tą traktuoti“, – kalbėjo rektorius."
4201,"Nors Seimas ir Vyriausybė numatė daugiau universitetų pertvarkų (planuota, kad Mykolo Romerio universitetas prisijungs prie Vilniaus Gedimino technikos universiteto, Šiaulių universitetas – prie Vilniaus universiteto, o Lietuvos sporto universitetas prie Lietuvos sveikatos mokslų universiteto), iki šiol apsijungė tik minėti VDU, ASU ir LEU. J.Augučio įsitikinimu, to pakanka."
4202,"Nebėra didelio reikalo, bent jau universitetų sektoriuje, kažką daryti."
4203,"„Nebėra didelio reikalo, bent jau universitetų sektoriuje, kažką daryti, nebent regioniniai universitetai – jų klausimą išspręsti. Bet juos ne uždaryti reikia, o padėti jiems. Šiaip šitie universitetai – Vilniaus universitetas, VDU, KTU, Vilniaus Gedimino technikos universitetas yra susitvarkę. Na, galbūt Mykolo Romerio universitetas turėtų surasti savo vietą“, – svarstė rektorius."
4204,"Nenorą prisijungti išreiškęs Lietuvos sporto universitetas, J.Augučio manymu, autonomiškai galėtų veikti ir toliau. A.Lašas tam paprieštaravo."
4205,"„Aš suprantu bendruomenės norą išlaikyti, pavyzdžiui, Sporto universitetą. Bet ten fakulteto dydžio reikalas“, – teigė jis."
4206,"A.Lašo įsitikinimu, universitetų Lietuvoje turėtų būti mažiau, jie turi ieškoti tarpdisciplininių jungčių. Taip esą aukštosios mokyklos taps stipresnės ir galės išsaugoti ne tokias populiarias studijų sritis."
4207,"Dviejų – na gerai, dviejų su puse, trijų – universitetų Lietuvoje pilnai pakanka."
4208,"„Dviejų – na gerai, dviejų su puse, trijų – universitetų Lietuvoje pilnai pakanka. Jeigu mes norim realiai stabilizuoti sistemą, kad neišsibarstę būtų universitetai, kad ne mažiukai, o būtų dideli ir matomi."
4209,"Jeigu jis mažas, nepajėgs išlaikyti mažų sričių. Jis yra tiesiog per kūdas. Mes dabar per mažai lašinio turim, kad galėtumėm realiai palaikyti tas mažesnes sritis, kurios nėra rentabilios, bet yra pamatinės mokslui, pamatinės studijoms. Telkimės į didelius vienetus, kurie duos ir matomumą ir daugiau raumenų“, – kalbėjo KTU fakulteto dekanas."
4210,"Birželio 29-ąją Seimas priėmė nutarimą, pagal kurį Lietuvoje turėtų likti du klasikiniai plačios aprėpties universitetai Vilniuje ir Kaune. Nurodyta, kad šiuose miestuose taip pat galėtų veikti profiliniai technologijos, sveikatos mokslų ir menų universitetai."
4211,"Nutarimu nustatoma išlaikyti Klaipėdoje ir Šiauliuose universitetinio mokslo centrus, kurie gali būti kitų universitetų padaliniai."
4212,"Tuomet Seimas atsisakė įvardyti, kurie iš šiuo metu veikiančių 14-os universitetų turėtų susijungti."
4213,"Platesnė A.Lašo ir J.Augučio diskusija ne tik apie universitetų pertvarką Lietuvoje, bet ir jų autonomiją bei vienybę – vaizdo įraše:"
4214,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
4215,"59,88 Eur/met."
4216,Jūs gausite:
4217,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
4218,"

Turite dovanų kodą?
"
4219,Nurodytos kainos galioja tik fiziniams asmenims.
4220,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
4221,< Grįžti atgal
4222,< Grįžti atgal
4223,< Grįžti atgal
4224,"Nesi registruotas skaitytojas?
            Registruokis
"
4225,< Grįžti atgal
4226,Esi registruotas skaitytojas? Prisijunk
4227,< Grįžti atgal
4228,=======================================================================
4229,136
4230,=======================================================================
4231,"Kad pastaraisiais dviem metais vasarą ieškančių darbo dėstytojų, mokslinių tyrimų ir plėtros vadovų daugiau nei kitu metų laiku, 15min patvirtino Užimtumo tarnyba."
4232,"O apie problematišką dėstytojų įdarbinimą ir ne visus metus mokamus atlyginimus pranešė skaitytojas Romas. Tiesa, jis apibūdino situaciją Vilniaus Gedimino technikos universitete (VGTU)."
4233,"„Nors valstybė finansuoja universitetus metams, tačiau dėstytojai yra įdarbinami 10 mėn. – nuo rugsėjo 2 d. iki birželio 30 d. Daugiau nei 2 mėn. VGTU dėstytojai, mokslo daktarai, turi bedarbio statusą, – nurodė jis. – Ką jie daro? Ogi eina į darbo biržą, kad valstybė mokėtų pašalpą ir būtų socialiai apdrausti.“"
4234,"Daugiau nei 2 mėn. VGTU dėstytojai, mokslo daktarai, turi bedarbio statusą."
4235,"Dėstytojų įdarbinimo sutartys, anot Romo, su VGTU pasirašomos balandžio–gegužės mėnesiais, tad esą iš anksto aišku, kad darbą nuo rugsėjo jie turės."
4236,"„Bet ką veikti tuos du mėnesius? – klausė jis. – Be to, kai kurie renginiai, susirinkimai, ar egzaminų perlaikymai vyksta tuo metu, kai dėstytojai oficialiai nedirba. Ar kas pavaduoja – nežinau.“"
4237,"Dėl terminuoto įdarbinimo, Romo teigimu, „negalima imti paskolos būstui, mažėja darbo stažas ir pensija“."
4238,"„Pavyzdžiui, taip dirbant 30 metų sukaupiamas tik 25 metų darbo stažas ir 5 metų bedarbio stažas“, – nurodė jis ir pridūrė, kad VGTU darbuotojai šiais klausimais ne kartą kreipėsi į įstaigos administraciją, bet esą niekas nepasikeitė."
4239,"Staigi darbuotojų skaičiaus kaita birželio–liepos mėnesiais, anot VGTU ryšių su visuomene specialistės Kristinos Lazickienės, susijusi su tuo, kad dalis aukštosios mokyklos bendruomenės dirba pagal terminuotas sutartis."
4240,"„Naujų sutarčių sudarymas galimas tik nutraukus terminuotą sutartį. VGTU šiame kontekste nėra išskirtinis, visų didžiųjų Lietuvos aukštųjų mokyklų darbuotojų skaičiaus mažėjimas šiuo laikotarpiu svyruoja tarp 180–300“, – dėstė ji."
4241,"Ar vasarai pasibaigus, VGTU įdarbina tuos pačius asmenis?"
4242,"„Nebūtinai, dalis darbuotojų dalyvauja konkurse aukštesnėms pareigoms užimti, dalis pasirenka kitas institucijas ir panašiai“, – nurodė K.Lazickienė."
4243,"Ji patikino, kad visiems sutartis su universitetu sudariusiems darbuotojams socialinės garantijos užtikrinamos."
4244,"„Dėstytojų ir mokslo darbuotojų, laimėjusių konkursą tiek penkeriems metams, tiek sudariusių sutartis vieneriems ar dvejiems metams, užimančių tokio pat lygio pareigas, per metus gaunamas atlyginimas yra vienodas“, – pridūrė specialistė."
4245,"Pasirodo, staigūs darbuotojų skaičiaus pokyčiai pastebėtini ne tik VGTU, bet ir kituose Lietuvos universitetuose."
4246,"„Sodros“ duomenimis, vasaros laikotarpiu jų beveik nebuvo tik Kauno technologijos universitete, Generolo Jono Žemaičio Lietuvos karo akademijoje, skaičiai nežymiai kito Lietuvos sporto universitete."
4247,"Vilniaus universitete (VU) darbuotojų smarkiai sumažėjo rugsėjo 3 dieną, o rugsėjo 4-ąją padėtis beveik atsistatė."
4248,"„Taip nutinka dėl terminuotų sutarčių perrašymo“, – staigų pokytį paaiškino VU Viešosios komunikacijos poskyrio vadovė Rima Juciutė."
4249,"Remiantis Mokslo ir studijų įstatymu bei VU statutu, akademiniai darbuotojai pareigas gali užimti dviem būdais – konkurso tvarka arba sudarant su jais terminuotas darbo sutartis ne ilgesniam nei dvejų metų terminui, dėstė aukštosios mokyklos atstovė."
4250,"„Pasibaigus terminuotoms sutartims, darbuotojai yra atleidžiami ir su jais (arba kitais darbuotojais, jei dalykų dėstymui skiriami kiti dėstytojai) sudaromos naujos darbo sutartys. Paprastai tokių naujai sudarytų sutarčių sudaroma kiek per 1000“, – nurodė R.Juciutė ir pridūrė, kad praėjusiais mokslo mokslo metais terminuotos sutartys su VU darbuotojais nutrūko rugpjūčio 31-ąją, o naujos sudarytos rugsėjo 2 arba 3 dienomis."
4251,"„Sodros“ duomenimis, Šiaulių universitete (ŠU) liepos 2-ąją dirbo 381 asmuo, o jau liepos 3 dieną – 88 mažiau. Nuo rugsėjo darbuotojų skaičius po truputį pradėjo augti."
4252,Kas nulėmė staigų pokytį?
4253,"ŠU Komunikacijos ir rinkodaros tarnybos direktorė Sonata Tenytė įvardijo tris veiksnius – studentų skaičiaus mažėjimas, tam tikrų studijų programų uždarymas ir reorganizacijos padėtis, prijungiant ŠU prie VU."
4254,"„Reaguojame į studentų kiekį ir jam reikalingų specialistų – mokslininkų, dėstytojų – skaičių. Studentų mažėjimas pastebimas visoje Lietuvoje, to pasekoje nebesuformuojamos grupės tam tikrose studijų programose ir krūviai dėstytojams mažėja, todėl kasmet iš naujo turime įvertinti einamųjų mokslo metų situaciją ir pagal tai planuoti personalo darbą, dėstytojų, mokslininkų krūvius“, – atsakyme 15min nurodė ji."
4255,"Didžioji dalis dėstytojų ir mokslo darbuotojų, S.Tenytės teigimu, laimi konkursus pareigoms užimti, todėl socialinės garantijos jiems esą užtikrinamos."
4256,"„Mokslo metų pabaigoje, įvertinus realų specialistų poreikį artimiausius studijų metus, nedidelę dalį akademinio personalo darbiname kviestinio dėstytojo ar mokslo darbuotojo statusu (tai yra, ne ilgesniam kaip 2 metų laikotarpiui), taip kaip ir numato Mokslo ir studijų įstatymas“, – pridūrė ji."
4257,Mykolo Romerio universitete (MRU) liepą darbuotojų skaičius per porą parų pasikeitė nuo 697 iki 485.
4258,"„Daugiausia tai susiję su tuo, kad nutrūksta darbo santykiai su dėstytojais, su kuriais sudarytos terminuotos darbo sutartys“, – 15min nurodė įstaigos Komunikacijos skyriaus vadovas Vaidotas Norkus."
4259,"Pasibaigus vasarai, anot jo, dalis darbuotojų įdarbinami atgal, bet esą būna ir pokyčių: „Dėstytojų įdarbinimas priklauso nuo studentų priėmimo į studijų programas rezultatų, apie kuriuos sužinome kiekvienų metų rugpjūčio pabaigoje.“"
4260,"MRU terminuotas sutartis, V.Norkaus teigimu, dažniausiai pasirašo su praktikais."
4261,"„Sudarius terminuotas sutartis dėstytojams galioja visos socialinės garantijos, numatytos Darbo kodekse ir kituose Lietuvos Respublikos teisės aktuose."
4262,"Verta pažymėti, kad kviečiami dėstyti praktikai, turintys aukštų pasiekimų savo profesinėje – neakademinėje – veikloje, taigi atitinkamai dirbdami kituose darbuose jie taip pat naudojasi visomis įstatymų numatytomis socialinėmis garantijomis“, – paaiškino aukštosios mokyklos atstovas."
4263,"Lietuvos sveikatos mokslų universitete (LSMU) darbuotojų skaičius liepą nuo 2755 per parą nukrito iki 2325, o rugsėjį sugrįžo į seną padėtį."
4264,"LSMU, anot šios aukštosios mokyklos Rinkodaros ir komunikacijos tarnybos vadovo Dainoro Luko, įdarbindamas asmenis vadovaujasi įstatymų nuostatomis, o pagal jas kviestiniai dėstytojai esą gali būti įdarbinami bet kokiam sutartam laikotarpiui."
4265,"„Pavyzdžiui, kol trunka konkretus dalykas, semestras, mokslo metai ir kita“, – teigė tarnybos vadovas."
4266,"„Dėl ciklinio studijų organizavimo būdo dalis dalykų išsidėsto visų mokslo metų eigoje, tai yra, dėstytojas dėsto tą patį dalyką vis kitai grupei, dėl to nemaža dalis kviestinių dėstytojų yra įdarbinami visiems mokslo metams ir jų darbo sutarčių terminas baigiasi birželio 30 dieną, ką jūs ir pastebėjote analizuodami „Sodros“ duomenis“, – paaiškino jis."
4267,"Galimybė įdarbinti asmenis iš pašalės, D.Luko tikinimu, leidžia į universitetą prisikviesti kompetentingų praktikų, kurie esą įprastai neturėtų intereso dalyvauti viešų konkursų procedūrose, galbūt net neatitiktų tam tikrų reikalavimų, pavyzdžiui, nebūtų paskelbę mokslinių publikacijų, negalėtų dirbti visos darbo dienos."
4268,"„Kaip kviestiniai dėstytojai savo pedagoginį kelią pradeda jauni pedagogai, – toliau dėstė jis. – Tam tikrų bendrų dalykų, pavyzdžiui, kalbos dėstytojai dirba net keliose aukštosiose mokyklose, neretai nė vienoje iš šių mokyklų nesusidarytų pakankamas darbo krūvis.“"
4269,"D.Lukas patikino, kad LSMU „darbuotojams yra užtikrinamos visos teisės aktuose numatytos garantijos“."
4270,Klaipėdos universitete (KU) liepą darbuotojų sumažėjo nuo 915 iki 711.
4271,"„Universitetas gali priimti pedagogus ir mokslo darbuotojus dirbti pagal terminuotas darbo sutartis, kaip kviestinius dėstytojus. Tokiu būdu yra įdarbinami praktikai, taip pat pedagoginėms pareigoms – mokslo darbuotojai, administracijoje dirbantys darbuotojai ir pedagoginiai darbuotojai virš etato“, – atsakyme 15min išdėstė KU."
4272,"Aukštoji mokykla nurodė vykdanti „optimaliausią žmogiškųjų išteklių planavimo ir valdymo politiką, vadovaujantis Lietuvos Respublikos įstatymais“."
4273,"„Kita vertus, terminuotos darbo sutartys yra normali praktika, būdinga aukštojo mokslo sektoriui ne tik Lietuvoje“, – priduriama atsakyme."
4274,"Lietuvos muzikos ir teatro akademijoje (LMTA), „Sodros“ duomenimis, birželio 26-ąją dirbo 707 asmenys, 27-ąją – 191 mažiau."
4275," „Baigėsi terminuotos sutartys ir darbuotojai buvo atleisti“, – rašoma atsakyme, kurį 15min perdavė LMTA rektoriaus biuro administratorė Jurgita Bernotienė."
4276,"Kaip teigiama laiške, aukštoji mokykla ne ilgesniam kaip 2 metų laikotarpiui darbina užsienio ir Lietuvos pedagogus, „kurių kompetencija reikalinga meno doktorantūros studijose meno projektams rengti“."
4277,"„Meno studijų specifiškumas reikalauja ir specialistų praktiniam studentų mokymui, kurie kviečiami dirbti su trumpalaikėmis sutartimis, rengiant meno studijų projektus. Jie reikalingi siekiant užtikrinti meno projektų specifinius ir unikalius poreikius“, – dėstoma atsakyme."
4278,"Jame taip pat priduriama, kad trumpalaikiam darbui pastaruoju metu kviečiami ir jauni menininkai, „aktyviai vykdantys meninę veiklą ir turintys kompetencijų, reikalingų studentams“."
4279,"„Būtina atkreipti dėmesį, kad pedagogams, kurie dirba su trumpalaikėmis sutartimis, akademija nėra pagrindinė darbovietė. Todėl socialines garantijas jie visi turi“, – patikino LMTA."
4280,"Priėmimas į kai kurias LMTA studijų programas skelbiamas kas dveji metai, pabrėžiama laiške: „Tokiais atvejais nėra galimybės visiems dėstytojams užtikrinti 5 metų nepertraukiamo darbo ir stabilaus darbo krūvio, nes aukštojo mokslo finansavimas, tiesiogiai susietas su studijų krepšeliais, nesuteikia tokios galimybės.“"
4281,"Vilniaus dailės akademijoje (VDA) dirbančiųjų skaičius po truputį pradėjo mažėti nuo gegužės. Spalį, prasidėjus paskaitoms, vėl pradėjo augti."
4282,"„VDA turi darbuotojų, kurie dirba pagal terminuotas darbo sutartis, kurios dažniausiai sudaromos iki birželio 1–30 d."
4283,"Vasarą darbuotojų išties sumažėja, tačiau didžiajai daliai jų darbas nėra pirmaeilis, tai yra, menininkai paraleliai dirba kitose darbovietėse, meno įstaigose, kuria studijose, todėl vasarą jie tiesiog daugiau dėmesio skiria kitoms apmokamoms veikloms ir terminuotos sutartys iki vasaros laikotarpio nesukelia nepatogumų“, – nurodė aukštosios mokyklos Komunikacijos skyriaus vadovė Giedrė Grimalauskienė."
4284,Vytauto Didžiojo universitete (VDU) nuo birželio 22-osios iki liepos 1 dienos dirbančiųjų sumažėjo 316 asmenų.
4285,"Akademiniai mokslo metai VDU baigiasi birželio 21 dieną. Tądien, anot mokyklos integruotos komunikacijos vadovės Inos Žurkuvienės, baigiasi ir dalies dėstytojų, mokslo darbuotojų terminuotos sutartys, skelbiami nauji konkursai."
4286,"„Kaip, beje, ir visuose Lietuvos universitetuose“, – pridūrė ji."
4287,"Dėstytojų skaičiaus pokyčiai, I.Žurkuvienės teigimu, susiję ir su aukštosios mokyklos pertvarka prijungiant Lietuvos edukologijos (LEU), Aleksandro Stuliginskio (ASU) universitetus, ir su demografiniais iššūkiais."
4288,"„Šių metų birželio mėnesį studijas baigė didelis skaičius buvusio LEU ir ASU absolventų, kurie į universitetus įstojo prieš 4 metus, kuomet studentų skaičius buvo gana stabilus. Vėliau dėl demografinių faktorių vyko studentų mažėjimas LEU ir ASU. Šiais metais jungtiniame VDU bendras studijuojančiųjų skaičius yra mažesnis nei praėjusiais akademiniais metais, todėl sumažėjo ir dėstytojų krūviai“, – nurodė ji."
4289,"I.Žurkuvienė patikino, kad VDU mokslo darbuotojų ir dėstytojų sutarčių nenutraukia dėl nepagrįstų priežasčių: „Tačiau dėl studentų mažėjimo, kaip ir buvo minėta, mažėja ir dalies dėstytojų darbo krūviai. Visi veiksmai atliekami siekiant užtikrinti socialines garantijas ir laikantis Darbo kodekso.“"
4290,"Statistikos departamento duomenimis, 2018–2019 metais valstybiniuose universitetuose dirbo 7468 pedagogai."
4291,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
4292,"59,88 Eur/met."
4293,Jūs gausite:
4294,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
4295,"

Turite dovanų kodą?
"
4296,Nurodytos kainos galioja tik fiziniams asmenims.
4297,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
4298,< Grįžti atgal
4299,< Grįžti atgal
4300,< Grįžti atgal
4301,"Nesi registruotas skaitytojas?
            Registruokis
"
4302,< Grįžti atgal
4303,Esi registruotas skaitytojas? Prisijunk
4304,< Grįžti atgal
4305,=======================================================================
4306,137
4307,=======================================================================
4308,=======================================================================
4309,138
4310,=======================================================================
4311,"Lietuvoje lankėsi Estijos švietimo ir mokslinių tyrimų ministerijos atstovė Maie Kitsing, kuri mielai sutiko atsakyti į keletą klausimų apie švietimo sistemos sėkmę savo šalyje."
4312,"– Gal galite plačiau papasakoti, kas lėmė Estijos mokinių įsiveržimą į geriausiųjų pasaulyje viršūnes? "
4313,"– Vieno sėkmės recepto neturime. Manau, aukštus Estijos mokinių kognityvinius gebėjimus, kurie matuojami PISA tyrimu, lėmė keletas priežasčių. Pirmiausia turime atkreipti dėmesį į Estijos istoriją – valstybinis švietimas Estijoje jau yra sukaupęs ilgą patirtį: pirmosios viešosios mokyklos mūsų šalyje atsidarė daugiau nei prieš tris šimtus metų, o berniukai su mergaitėmis kartu mokosi jau daugiau nei šimtą metų."
4314,"Taip pat svarbi ir kultūrinė aplinka. Pavyzdžiui, prieš šimtą metų, liuteronas estas prieš norėdamas vesti būtinai turėjo suprasti Bibliją, o tam vyrai privalėjo mokėti skaityti – tai priartino švietimą prie masių ir vertė mokytis kiekvieną. Taigi istorinės ir kultūrinės patirtys jau keletą amžių lemia tvirtai įsišaknijusį visuomenės tikėjimą švietimo nauda."
4315,"Kai patys tėvai nuo mažens skiepija mokymąsi kaip vieną iš svarbiausių vertybių, tai anksčiau ar vėliau atsispindi vaikų pasiekimuose."
4316,"Žmonių pasitikėjimas švietimu yra sklandžios švietimo sistemos veiklos raktas. Estijoje klesti įsitikinimas, kad išsilavinusiam žmogui atsiveria daugiau durų. Šeimos lūkesčiai ir mokyklos įvaizdis kuria pozityvią mokymosi atmosferą, nesupriešina mokinio ir mokytojo, deda pamatą stipresniam tarpusavio ryšiui. Kai patys tėvai nuo mažens skiepija mokymąsi kaip vieną iš svarbiausių vertybių, tai anksčiau ar vėliau atsispindi vaikų pasiekimuose."
4317,"Estijoje dedamos ypač didelės pastangos vaikų socialinei, ekonominei ir kultūrinei (SEK) atskirčiai mažinti. Beveik visi mokiniai Estijoje lanko darželį, – viena vertus, tai padeda tinkamiau pasiruošti mokyklai, didina vaiko socializaciją, gebėjimą bendrauti ir bendradarbiauti, kita vertus, sumažina skirtumus, kuriuos lemia SEK aplinka."
4318,"Prie socialinės lygybės didinimo prisideda ir kiti veiksniai, kaip kad nemokamas maitinimas, vadovėliai, transportas ir medicininė priežiūra, būreliai mokyklose, finansuojamas neformalusis ugdymas, dėmesys socialinių ir emocinių įgūdžių tobulinimui ir, kas taip pat labai svarbu, mokymuisi skiriama įvairi parama."
4319,"Be abejo, socialinės garantijos, motinystės ir tėvystės atostogos, išmokos ir kita valstybės skiriama parama daro teigiamą poveikį užtikrinant teisingumą. Galbūt todėl Estija gali pasigirti labai tolygiais mokinių pasiekimais, itin mažu, t. y. vienu mažiausių pasaulyje mokymosi rezultatų atotrūkiu, nulemtu SEK atskirties."
4320,"Tos mokyklos, kuriose yra daugiau specialiųjų poreikių vaikų ar joms dėl kitų priežasčių yra reikalingas didesnis finansavimas, jį gauna iš savivaldybių. Didesnės mokyklos paprastai turi savo psichologus, specialiuosius pedagogus, kalbos terapijos ir kitos pagalbos specialistus, o mažų mokyklų mokiniams švietimo pagalbos specialistai pasiekiami vietos konsultacijų centruose."
4321,"Taip pat reikia įvertinti mokytojo vaidmens svarbą ugdymo procese. Estijoje teikiami aukšti reikalavimai mokytojų išsilavinimui: kiekvienas mokytojas privalo būti įgijęs magistro laipsnį, o darželio auklėtojams būtinas bakalauro laipsnis."
4322,Kiekvienas mokytojas privalo būti įgijęs magistro laipsnį.
4323,"– Lietuvoje šiuo metu labai daug kalbama apie mokytojo specialybės vaidmenį švietimo sistemoje, tačiau susiduriame su sunkumais pritraukiant jaunus žmones imtis šio darbo. Ar Estiją šios problemos aplenkė?"
4324,"– Mūsų mokyklose, ypač užmiestyje, taip pat jaučiamas mokytojų trūkumas, o vidutinis pedagogų amžius šalyje perkopė 50 metų. Beveik pusė Estijos mokytojų yra vyresni nei 50 m. Kai mokytojų atlyginimai Estijoje lygiuojasi į kitų specialistų su panašiu išsilavinimu, ši profesija išlieka nepopuliari."
4325,"Ministerija ieškojo galimybių tai keisti. Mes pakeitėme mokytojų kvalifikacijos reikalavimus, pavyzdžiui, mokyti gali bet kuris asmuo, turintis magistro laipsnį bet kurioje srityje ir baigęs pedagoginį kursą. Be to, mokyklos direktorius pradedantiesiems mokytojams, dalyvaujantiems įvadinėje programoje, turi paskirti mentorių, kuris nebūtinai turi būti to paties dalyko mokytojas."
4326,"Kai kurių mokyklų direktoriai sumažina ir pradedančiųjų mokytojų darbo krūvį. Tai ne tik padeda išvengti įtampos ir stresinių situacijų pirmaisiais darbo metais, bet sudaro sąlygas mokytojams augti ir adaptuotis mokykloje patiems semiantis patirties iš labiau patyrusių kolegų."
4327,"Taip pat imamasi iniciatyvų skatinti mokytojus dirbti kaimo vietovėse. Pavyzdžiui, jei mokytojas per 18 mėnesių nuo pradinio mokytojų rengimo įsidarbina mokykloje, kuri įsikūrusi ne Taline ir ne Tartu, jam suteikiama parama. Šiemet tokiems mokytojams trimis dalimis buvo suteikta vienkartinė 12 783 EUR išmoka, su sąlyga, kad mokytojas liktų dirbti užmiesčio mokykloje penkerius metus."
4328,– Gal galite išskirti šiuo metu vykstančius svarbiausius pokyčius Estijos švietimo sistemoje? 
4329,"– Pagrindiniai dabartinės švietimo sistemos principai, bendrojo ugdymo mokykla, decentralizuota sistema, išorinio studijų rezultatų vertinimo sistemos ir kt., buvo suformuoti per pirmuosius dešimt Estijos nepriklausomybės metų. Paskutinį dvidešimtmetį sekė smulkesnės iniciatyvos, pokyčiai ir sistemos tobulinimai, skirti modernizuoti nusistovėjusius metodus."
4330,"Pagrindiniai dabartinės švietimo sistemos principai, buvo suformuoti per pirmuosius dešimt Estijos nepriklausomybės metų."
4331,"Vienas iš esmingiausių pokyčių švietime įvyko prieš 20–25 metus, kai mokyklų valdymui perimtas verslo modelis. Tai buvo atskaitos taškas priimant duomenimis grįstos vadybos praktikas. Estijos švietimo informacinė sistema buvo įkurta 2004 m. Šiuo metu duomenų bazėje kaupiama išsami informacija apie švietimo įstaigas, studentus, dėstytojus, baigimo dokumentus, studijų medžiagą ir mokymo programas."
4332,"Nuo 2018 m. mes teikiame centralizuotus mokinių, mokytojų ir tėvų vaikų ir vaikų gerovės ir aplinkos tyrimus darželiuose, pagrindinėse ir vidurinėse mokyklose, profesinėse įstaigose. Patikima informacija ir sociologų atliktų tyrimų duomenys mokyklų vadovams suteikia galimybę išgirsti kiekvieną mokinį, jo šeimą – išklausyti jų poreikius ir nuomones, suprasti elgesį."
4333,"Mokytojams skirtos apklausos padeda mokyklos vadovui sukurti mokymosi ir mokymo aplinką, kuri skatintų ir mokinių, ir mokytojų augimą. Klausimynai taip pat padeda stebėti ir Estijos 2020 m. Mokymosi visą gyvenimą strategijos tikslų įgyvendinimą. Taip kiekvienos mokyklos vadovybė skatinama pažinti ir palaikyti grįžtamąjį ryšį su savo bendruomene, o šalies mastu ministerija sužino, ką ir kaip reikėtų keisti – išgirsti ir atsakyti į švietimo bendruomenės norus. Svarbu tai, kad valstybė pateikia mokykloms mokslininkų parengtus klausimynus, tačiau, kaip konkreti mokykla jais naudosis, netikrina. Kitaip tariant, valstybė paruošia įrankius, kurių naudojimą pasirenka pati mokykla."
